Age,Country,Streaming Platform,Top Genre,Minutes Streamed Per Day,Number of Songs Liked,Most Played Artist,Subscription Type,Listening Time (Morning/Afternoon/Night),Discover Weekly Engagement (%),Repeat Song Rate (%)
31,Brazil,Amazon Music,Rock,404,14,BTS,Premium,Morning,14.1,47.8
45,Australia,Amazon Music,Pop,575,467,The Weeknd,Free,Night,51.04,19.74
14,India,Tidal,Classical,483,387,Bad Bunny,Free,Afternoon,29.43,78.62
34,Germany,YouTube,EDM,515,236,Bad Bunny,Free,Night,75.46,19.98
26,India,Spotify,R&B,528,183,Post Malone,Free,Afternoon,75.17,35.39
27,Germany,Spotify,Metal,236,450,Ed Sheeran,Premium,Afternoon,40.79,11.33
44,Japan,YouTube,Classical,174,286,Drake,Premium,Night,66.43,67.8
36,USA,YouTube,Hip-Hop,537,292,Billie Eilish,Free,Night,86.17,35.56
43,France,YouTube,Country,334,292,The Weeknd,Premium,Night,48.9,62.33
19,Japan,Deezer,Country,544,359,Ed Sheeran,Free,Morning,80.47,43.65
57,France,Amazon Music,Jazz,481,380,Drake,Premium,Night,45.4,40.79
43,Japan,Deezer,Country,25,351,Billie Eilish,Premium,Afternoon,51.87,46.06
40,South Korea,YouTube,EDM,282,454,Taylor Swift,Premium,Night,51.49,38.43
45,Australia,Apple Music,Jazz,294,371,The Weeknd,Free,Morning,59.1,15.61
53,Japan,Deezer,Metal,446,367,BTS,Premium,Morning,70.93,54.23
60,Australia,YouTube,Metal,98,314,Ed Sheeran,Free,Afternoon,76.04,76.89
26,USA,Spotify,EDM,61,226,Billie Eilish,Premium,Night,44.45,78.97
22,Canada,Deezer,Country,117,355,BTS,Free,Night,66.95,64.41
22,India,Spotify,EDM,530,358,Post Malone,Premium,Morning,29.15,24.22
30,UK,Apple Music,R&B,148,204,Drake,Premium,Night,85.26,24.18
52,South Korea,Spotify,Jazz,344,71,Ed Sheeran,Free,Afternoon,47.64,18.31
32,Australia,Spotify,Jazz,184,495,Dua Lipa,Premium,Afternoon,56.66,75.02
21,UK,Tidal,Jazz,290,149,Adele,Premium,Night,65.8,27.15
32,Germany,Deezer,Country,210,446,Taylor Swift,Free,Morning,54.87,52.76
53,Australia,Apple Music,Classical,482,215,The Weeknd,Free,Afternoon,73.21,6.59
26,Australia,Spotify,Pop,188,320,Taylor Swift,Premium,Morning,88.65,20.35
49,Japan,Tidal,Rock,175,36,The Weeknd,Free,Night,17.52,50.84
31,South Korea,Deezer,EDM,527,228,The Weeknd,Premium,Night,33.95,47.19
59,UK,YouTube,Country,153,361,Bad Bunny,Premium,Night,57.5,58.75
17,Japan,Amazon Music,Metal,259,455,Billie Eilish,Free,Morning,80.03,55.67
18,France,Spotify,Hip-Hop,39,195,BTS,Free,Night,33.61,57.18
40,India,Tidal,Country,88,153,Taylor Swift,Premium,Afternoon,53.63,60.28
28,USA,Spotify,Metal,15,35,Ed Sheeran,Premium,Night,79.72,35.48
16,Canada,Spotify,Pop,272,368,The Weeknd,Premium,Night,67.56,70.25
39,India,YouTube,Reggae,430,341,Billie Eilish,Free,Morning,43.96,69.67
53,Australia,Apple Music,Country,559,360,The Weeknd,Premium,Afternoon,17.0,57.44
37,Australia,Amazon Music,Reggae,95,201,Ed Sheeran,Premium,Night,14.45,73.47
57,India,Tidal,R&B,36,161,Post Malone,Premium,Afternoon,49.7,75.75
44,Canada,Apple Music,EDM,264,112,Billie Eilish,Premium,Morning,29.56,75.4
21,India,Apple Music,Reggae,537,213,Dua Lipa,Premium,Night,66.0,20.16
15,Germany,Tidal,Country,588,369,Dua Lipa,Premium,Afternoon,26.67,72.3
21,France,Tidal,Hip-Hop,389,479,Bad Bunny,Free,Night,52.21,52.88
59,India,Amazon Music,R&B,218,413,Billie Eilish,Free,Night,37.47,59.67
52,UK,Spotify,R&B,360,440,Dua Lipa,Premium,Night,79.21,11.43
53,Germany,YouTube,Rock,504,361,Drake,Premium,Night,70.6,49.3
55,UK,Tidal,Rock,405,269,Taylor Swift,Free,Night,37.01,6.71
34,UK,Deezer,Classical,492,315,BTS,Premium,Night,15.9,54.34
44,Australia,Apple Music,Rock,427,386,Dua Lipa,Free,Morning,78.45,67.37
13,South Korea,Deezer,Classical,506,210,Drake,Free,Morning,86.96,30.03
55,Japan,Deezer,Reggae,175,478,Taylor Swift,Free,Night,41.36,46.9
43,Australia,Spotify,EDM,116,67,BTS,Premium,Night,35.92,48.22
15,Canada,Spotify,Pop,512,418,Dua Lipa,Premium,Afternoon,47.94,40.0
48,Brazil,YouTube,Classical,202,195,Billie Eilish,Premium,Afternoon,20.36,11.51
14,South Korea,Tidal,Hip-Hop,322,427,Post Malone,Free,Afternoon,54.31,16.01
24,Germany,Tidal,Reggae,440,294,Bad Bunny,Premium,Night,20.92,32.38
46,Germany,Tidal,Jazz,381,333,Drake,Premium,Morning,59.75,60.11
39,India,Apple Music,R&B,345,478,Dua Lipa,Premium,Morning,83.93,7.91
23,Japan,Spotify,Rock,65,252,Dua Lipa,Premium,Morning,57.4,24.75
56,Japan,Apple Music,Country,320,130,BTS,Premium,Afternoon,86.22,27.83
52,UK,Amazon Music,Classical,54,324,Bad Bunny,Free,Morning,19.66,58.54
41,Australia,Spotify,EDM,72,168,Post Malone,Free,Afternoon,38.84,70.46
21,Germany,YouTube,R&B,98,318,BTS,Premium,Morning,66.75,13.39
55,Canada,Amazon Music,Metal,563,346,Ed Sheeran,Free,Afternoon,21.83,47.13
15,South Korea,Apple Music,R&B,428,170,The Weeknd,Free,Night,11.78,29.35
34,USA,Spotify,R&B,195,270,The Weeknd,Premium,Night,15.56,28.11
34,France,Deezer,Reggae,361,277,Post Malone,Free,Afternoon,87.72,39.93
45,Brazil,Tidal,Reggae,44,495,BTS,Free,Night,10.43,24.65
16,Canada,YouTube,Classical,210,221,Adele,Premium,Afternoon,21.67,9.99
33,Germany,Tidal,Hip-Hop,590,496,Adele,Free,Night,63.39,41.82
58,Japan,Amazon Music,Jazz,118,180,BTS,Free,Night,49.58,51.35
19,Germany,Apple Music,EDM,141,136,Dua Lipa,Premium,Afternoon,68.62,69.78
22,Australia,Spotify,R&B,65,113,Taylor Swift,Free,Morning,65.32,23.32
51,Canada,Apple Music,Jazz,152,299,Drake,Premium,Night,88.3,38.77
50,Germany,Deezer,Classical,402,460,Taylor Swift,Premium,Afternoon,53.93,74.88
43,Brazil,Tidal,Country,216,36,The Weeknd,Premium,Afternoon,36.66,67.64
52,Brazil,YouTube,Rock,180,372,BTS,Premium,Night,32.28,64.85
42,UK,Deezer,Rock,382,369,BTS,Free,Morning,48.03,29.7
50,Canada,Tidal,Pop,113,338,Ed Sheeran,Premium,Night,56.91,60.27
60,France,YouTube,Classical,70,442,Billie Eilish,Free,Afternoon,89.82,52.38
36,USA,Tidal,Rock,101,197,Drake,Premium,Night,55.39,35.06
16,Germany,Tidal,Country,569,456,Billie Eilish,Free,Afternoon,52.3,29.52
23,India,Apple Music,Classical,145,102,Adele,Free,Night,14.16,26.5
55,Germany,Deezer,Country,392,339,Drake,Free,Night,58.24,39.33
21,Japan,YouTube,Jazz,353,251,Billie Eilish,Premium,Night,48.68,77.33
22,India,Amazon Music,Country,480,106,Taylor Swift,Free,Morning,22.43,32.63
28,Australia,Deezer,Reggae,374,262,Bad Bunny,Premium,Afternoon,30.14,53.05
38,South Korea,YouTube,Rock,564,294,Billie Eilish,Free,Afternoon,84.18,61.24
16,Canada,Apple Music,EDM,35,210,Ed Sheeran,Free,Afternoon,87.37,54.63
55,France,Deezer,Pop,507,224,Drake,Free,Night,16.25,27.18
40,Canada,Deezer,Hip-Hop,316,422,Adele,Premium,Afternoon,79.59,5.26
42,India,Tidal,Reggae,362,62,Ed Sheeran,Free,Morning,60.09,6.09
20,Germany,Tidal,EDM,238,295,Ed Sheeran,Premium,Morning,60.16,57.77
40,Australia,Apple Music,Jazz,197,183,Drake,Premium,Night,11.16,77.48
26,UK,YouTube,Hip-Hop,500,418,Bad Bunny,Premium,Afternoon,46.72,13.31
27,Australia,Deezer,Rock,240,486,Billie Eilish,Premium,Afternoon,52.36,52.31
30,Australia,Tidal,Metal,573,299,Taylor Swift,Premium,Night,18.34,19.82
37,Australia,Spotify,EDM,511,462,Ed Sheeran,Free,Night,51.36,65.55
14,USA,Amazon Music,Reggae,158,362,Billie Eilish,Premium,Morning,74.37,12.09
13,Germany,Deezer,Metal,403,155,Drake,Free,Afternoon,28.77,31.05
19,South Korea,YouTube,Classical,85,5,Drake,Free,Afternoon,46.85,37.62
54,India,Apple Music,R&B,78,139,Billie Eilish,Free,Night,16.98,76.25
55,France,Tidal,Hip-Hop,409,253,Drake,Premium,Afternoon,14.0,30.64
25,Japan,Tidal,Classical,233,187,Taylor Swift,Free,Night,26.28,41.22
23,Germany,Amazon Music,Country,215,176,BTS,Free,Afternoon,87.04,69.12
20,South Korea,Deezer,Country,303,381,Adele,Free,Afternoon,14.89,47.45
39,Brazil,Amazon Music,Metal,60,147,Dua Lipa,Free,Afternoon,53.2,69.2
43,Japan,Amazon Music,Pop,444,314,Drake,Free,Afternoon,88.88,22.32
60,Japan,Spotify,Jazz,333,222,Post Malone,Premium,Night,39.58,52.13
32,Canada,Deezer,Pop,532,198,Ed Sheeran,Free,Morning,23.7,60.54
44,Australia,Spotify,Reggae,114,119,Drake,Free,Afternoon,51.59,48.97
53,Canada,YouTube,Reggae,419,311,Adele,Free,Night,19.4,52.66
54,UK,YouTube,Reggae,543,291,Taylor Swift,Premium,Afternoon,72.71,35.81
59,Germany,Apple Music,Metal,538,447,Taylor Swift,Free,Night,52.66,19.48
19,South Korea,Amazon Music,Rock,152,456,Billie Eilish,Free,Night,69.66,27.63
40,Brazil,Amazon Music,Reggae,190,29,Post Malone,Premium,Morning,38.18,59.0
33,Australia,Apple Music,Rock,69,87,Bad Bunny,Free,Morning,75.41,30.94
54,India,Deezer,Classical,309,123,The Weeknd,Free,Afternoon,59.42,9.61
27,Brazil,YouTube,R&B,386,476,The Weeknd,Free,Morning,24.83,71.59
28,India,Amazon Music,R&B,23,491,Drake,Free,Night,12.85,44.53
13,India,Amazon Music,Reggae,473,490,Drake,Free,Morning,87.84,49.82
29,UK,Spotify,Rock,501,326,Billie Eilish,Premium,Afternoon,34.83,66.14
37,South Korea,YouTube,EDM,10,307,Billie Eilish,Premium,Morning,55.65,72.74
55,Australia,Deezer,EDM,296,272,Post Malone,Premium,Afternoon,32.11,9.22
55,India,Amazon Music,EDM,490,450,Ed Sheeran,Premium,Afternoon,19.9,14.91
40,UK,Amazon Music,Pop,339,262,Bad Bunny,Premium,Morning,11.75,64.83
36,Germany,Tidal,Country,254,232,Billie Eilish,Premium,Afternoon,89.72,41.51
43,Canada,YouTube,Jazz,122,87,Post Malone,Premium,Morning,32.15,26.71
15,USA,Apple Music,Reggae,414,107,Bad Bunny,Premium,Afternoon,60.49,42.3
23,South Korea,Deezer,EDM,554,110,Bad Bunny,Premium,Night,19.69,30.98
24,Canada,Apple Music,Rock,110,417,BTS,Free,Afternoon,19.68,70.84
14,India,Deezer,EDM,207,400,Billie Eilish,Premium,Morning,61.11,68.39
18,UK,Tidal,Reggae,251,62,Post Malone,Premium,Morning,62.63,68.88
53,USA,Tidal,Jazz,332,189,Post Malone,Free,Morning,73.4,61.05
31,UK,Tidal,Classical,546,119,Taylor Swift,Premium,Morning,30.82,39.77
32,South Korea,Spotify,Metal,171,323,BTS,Free,Morning,57.75,14.82
49,UK,Amazon Music,Pop,314,279,Taylor Swift,Free,Afternoon,58.94,75.65
36,India,Deezer,R&B,384,97,Bad Bunny,Premium,Night,25.39,39.5
40,Brazil,Tidal,Hip-Hop,332,224,Ed Sheeran,Free,Morning,89.64,67.11
33,South Korea,YouTube,Hip-Hop,194,111,The Weeknd,Free,Afternoon,37.88,67.46
52,Australia,Tidal,Country,393,326,Drake,Free,Night,55.07,28.88
17,Brazil,YouTube,Jazz,535,368,Post Malone,Premium,Morning,74.98,8.53
43,India,Spotify,Metal,172,312,Drake,Free,Morning,78.63,58.0
53,Brazil,Apple Music,R&B,200,42,Bad Bunny,Free,Afternoon,85.98,31.43
37,France,Spotify,R&B,576,305,BTS,Premium,Morning,76.17,48.55
52,Japan,Amazon Music,Metal,19,81,The Weeknd,Premium,Afternoon,30.57,73.14
51,Japan,YouTube,Classical,558,336,BTS,Free,Afternoon,83.4,41.84
30,India,Spotify,Reggae,212,316,Adele,Free,Afternoon,45.97,73.61
25,Australia,Amazon Music,Country,31,190,Billie Eilish,Free,Night,75.37,62.15
47,Australia,Tidal,Rock,246,12,Taylor Swift,Free,Morning,50.19,32.36
26,India,Spotify,EDM,502,38,Taylor Swift,Free,Morning,83.16,33.86
24,Canada,Deezer,Reggae,70,204,Bad Bunny,Free,Night,32.24,39.7
55,USA,Apple Music,Country,289,321,Billie Eilish,Free,Morning,85.44,45.66
60,France,Amazon Music,Pop,19,387,Drake,Free,Afternoon,42.53,34.95
32,UK,Deezer,EDM,41,349,The Weeknd,Free,Night,12.44,7.47
38,Australia,Deezer,EDM,389,203,Taylor Swift,Premium,Morning,37.91,30.94
39,India,Tidal,R&B,332,166,Post Malone,Premium,Afternoon,39.34,33.19
32,France,Apple Music,Reggae,186,266,Ed Sheeran,Premium,Afternoon,47.43,43.29
44,India,Tidal,R&B,427,210,Drake,Free,Afternoon,69.7,10.42
33,Australia,Amazon Music,Metal,267,9,Billie Eilish,Free,Night,13.91,59.16
38,Canada,Amazon Music,Rock,387,417,Ed Sheeran,Premium,Night,86.32,48.44
20,Brazil,Tidal,Country,443,264,The Weeknd,Premium,Night,60.18,63.78
50,France,Deezer,Country,506,245,Post Malone,Free,Afternoon,80.47,67.66
27,Germany,Deezer,EDM,514,229,Dua Lipa,Premium,Morning,14.38,22.74
13,Canada,Spotify,Reggae,123,321,Bad Bunny,Premium,Morning,15.4,72.15
51,Japan,Deezer,Metal,93,65,Drake,Free,Morning,38.22,33.47
43,USA,Tidal,Classical,495,79,Bad Bunny,Free,Night,61.3,47.38
59,Japan,Tidal,R&B,482,296,Bad Bunny,Free,Night,86.84,10.32
31,France,Spotify,Jazz,590,195,Post Malone,Free,Night,61.78,20.37
57,USA,Amazon Music,Jazz,101,71,Adele,Premium,Afternoon,77.46,71.31
54,UK,YouTube,Jazz,564,107,BTS,Free,Morning,38.81,29.35
33,Brazil,YouTube,R&B,193,275,Dua Lipa,Free,Morning,81.89,13.71
33,Japan,Deezer,Reggae,541,302,Dua Lipa,Premium,Night,50.74,56.53
25,South Korea,Amazon Music,Country,146,170,Taylor Swift,Free,Morning,47.31,38.91
25,Canada,Spotify,Hip-Hop,518,454,Ed Sheeran,Premium,Morning,59.27,78.93
16,India,YouTube,Jazz,110,478,Bad Bunny,Premium,Night,62.22,8.51
56,Australia,Deezer,Pop,453,481,Bad Bunny,Free,Night,66.09,63.35
21,France,Tidal,EDM,336,474,The Weeknd,Free,Afternoon,36.5,60.85
25,Australia,YouTube,Metal,554,432,The Weeknd,Free,Morning,69.77,21.96
48,Germany,YouTube,Reggae,405,395,Adele,Premium,Afternoon,86.78,17.32
43,Germany,Apple Music,Jazz,527,327,BTS,Premium,Afternoon,87.12,29.8
43,Japan,Amazon Music,Hip-Hop,24,5,Ed Sheeran,Free,Night,19.66,30.18
53,Brazil,Amazon Music,Classical,237,144,Dua Lipa,Free,Night,83.37,22.02
29,USA,Apple Music,Jazz,227,119,BTS,Free,Morning,67.6,9.5
59,South Korea,YouTube,Country,10,352,Billie Eilish,Free,Morning,15.0,77.4
44,France,Spotify,Country,204,479,The Weeknd,Premium,Afternoon,42.17,49.22
49,South Korea,YouTube,R&B,93,393,Taylor Swift,Free,Night,55.26,55.56
41,Australia,Deezer,EDM,406,469,Taylor Swift,Free,Morning,67.94,41.21
59,Japan,Amazon Music,Jazz,102,459,Drake,Free,Afternoon,36.88,69.13
23,Australia,Apple Music,Country,354,421,Dua Lipa,Free,Morning,15.55,35.01
20,Brazil,Spotify,Metal,317,212,Dua Lipa,Premium,Morning,62.26,29.75
18,UK,YouTube,R&B,69,137,Bad Bunny,Premium,Night,64.42,58.08
40,Japan,Amazon Music,Jazz,190,133,Ed Sheeran,Premium,Morning,47.04,64.68
53,Brazil,YouTube,EDM,79,114,Drake,Premium,Night,26.05,39.58
24,Brazil,Apple Music,EDM,46,349,Bad Bunny,Premium,Night,36.1,74.58
23,Canada,YouTube,Rock,421,137,Taylor Swift,Free,Night,24.98,21.86
60,Canada,Tidal,EDM,527,440,Bad Bunny,Premium,Morning,29.97,61.55
25,UK,Apple Music,R&B,204,291,Bad Bunny,Premium,Night,85.8,56.32
27,India,YouTube,Metal,318,267,Billie Eilish,Free,Afternoon,81.07,53.51
55,USA,Apple Music,Pop,197,231,BTS,Premium,Night,70.91,9.45
41,France,YouTube,Jazz,339,34,The Weeknd,Premium,Morning,37.84,12.3
50,Japan,Deezer,Country,269,153,Bad Bunny,Premium,Afternoon,73.52,52.34
15,USA,YouTube,Metal,384,34,Billie Eilish,Premium,Night,58.21,69.38
32,Japan,YouTube,Pop,380,343,BTS,Free,Morning,12.92,64.01
50,India,Amazon Music,Jazz,347,279,Ed Sheeran,Premium,Morning,77.21,53.61
42,UK,Tidal,Reggae,96,369,Bad Bunny,Premium,Morning,60.61,75.62
25,India,Tidal,Pop,302,177,The Weeknd,Premium,Morning,14.75,58.39
27,Japan,Amazon Music,Jazz,379,292,The Weeknd,Premium,Morning,46.58,49.24
28,Brazil,Deezer,Country,45,72,Dua Lipa,Premium,Night,17.93,60.09
15,Australia,Amazon Music,Jazz,82,63,Dua Lipa,Premium,Morning,79.34,41.09
56,USA,Spotify,Classical,476,326,Bad Bunny,Premium,Night,41.72,16.63
29,Japan,YouTube,Reggae,123,376,Bad Bunny,Premium,Morning,42.55,23.29
59,France,Deezer,Reggae,33,35,Bad Bunny,Premium,Night,61.86,57.22
52,Japan,Tidal,Jazz,290,242,Post Malone,Premium,Night,38.5,42.46
20,Japan,Spotify,Pop,303,453,Dua Lipa,Free,Afternoon,26.41,25.37
38,Japan,Deezer,Metal,399,13,Billie Eilish,Free,Afternoon,83.5,53.51
31,Germany,Amazon Music,Reggae,249,27,The Weeknd,Free,Afternoon,61.11,31.54
27,France,Spotify,R&B,43,478,BTS,Premium,Afternoon,15.07,13.94
23,Japan,Tidal,Jazz,402,260,Post Malone,Free,Morning,55.64,29.52
15,France,Spotify,Pop,463,5,Adele,Free,Afternoon,55.09,5.3
41,South Korea,Tidal,Pop,550,401,Dua Lipa,Free,Afternoon,40.21,5.12
46,Japan,Spotify,Reggae,46,214,BTS,Premium,Morning,80.2,50.96
19,Australia,Spotify,Metal,593,428,Bad Bunny,Premium,Morning,57.49,27.08
47,USA,Spotify,Metal,40,325,Ed Sheeran,Premium,Afternoon,33.48,72.58
21,India,Deezer,EDM,153,170,Bad Bunny,Premium,Afternoon,28.5,42.78
52,France,Spotify,Rock,228,465,Bad Bunny,Free,Night,39.3,51.22
16,Canada,Amazon Music,Reggae,515,214,Drake,Premium,Afternoon,62.73,22.85
17,Brazil,Tidal,EDM,503,5,BTS,Premium,Morning,61.32,24.99
32,UK,Amazon Music,Classical,98,448,Dua Lipa,Premium,Afternoon,29.48,18.8
55,Japan,YouTube,Pop,308,75,Drake,Premium,Morning,89.65,53.5
35,Canada,Tidal,Classical,586,86,Bad Bunny,Premium,Night,58.79,28.03
34,Germany,YouTube,Reggae,435,238,Taylor Swift,Premium,Morning,87.66,10.91
27,India,Spotify,Metal,128,383,Taylor Swift,Premium,Morning,82.23,78.53
60,India,Spotify,Jazz,80,338,Ed Sheeran,Free,Afternoon,85.85,7.93
48,Australia,Apple Music,EDM,445,313,Billie Eilish,Free,Night,32.66,68.53
32,Germany,Tidal,R&B,420,497,Post Malone,Premium,Night,86.09,47.98
52,USA,Amazon Music,R&B,328,54,BTS,Premium,Morning,30.76,34.53
31,South Korea,Amazon Music,Hip-Hop,420,175,Bad Bunny,Premium,Morning,78.04,22.0
36,USA,Deezer,Metal,388,482,Dua Lipa,Premium,Afternoon,54.76,57.28
14,USA,YouTube,Pop,156,383,The Weeknd,Free,Morning,35.91,25.47
33,France,YouTube,Hip-Hop,128,200,The Weeknd,Premium,Night,21.19,36.31
57,Japan,Apple Music,Country,23,80,Bad Bunny,Premium,Night,38.44,17.45
37,Brazil,Deezer,EDM,328,75,The Weeknd,Free,Morning,60.0,46.16
60,Japan,Deezer,Reggae,491,58,BTS,Free,Night,27.29,10.5
60,Germany,Tidal,Metal,574,419,Bad Bunny,Free,Morning,33.0,41.73
17,Germany,YouTube,Reggae,483,85,Ed Sheeran,Premium,Morning,82.85,64.99
47,France,Deezer,Rock,381,65,Dua Lipa,Premium,Morning,48.02,67.71
58,India,YouTube,Jazz,164,354,Drake,Premium,Afternoon,46.51,6.84
42,Brazil,Amazon Music,Rock,547,248,Post Malone,Free,Night,26.03,8.42
23,India,Apple Music,Jazz,242,62,Ed Sheeran,Free,Night,51.08,62.99
30,USA,Deezer,Country,274,39,Post Malone,Premium,Afternoon,75.25,67.6
41,Canada,Deezer,EDM,239,272,Taylor Swift,Premium,Afternoon,43.53,68.43
38,India,Deezer,Reggae,508,374,The Weeknd,Premium,Night,57.44,38.89
31,Australia,Tidal,Reggae,42,496,BTS,Free,Afternoon,87.86,29.01
51,France,Spotify,Hip-Hop,270,107,Adele,Free,Afternoon,68.97,42.11
54,USA,Amazon Music,EDM,208,339,BTS,Premium,Afternoon,71.68,76.61
32,Canada,Spotify,R&B,496,91,Drake,Free,Night,52.15,64.4
60,Japan,Apple Music,Metal,438,187,Adele,Free,Night,77.26,57.41
55,USA,YouTube,Pop,32,155,The Weeknd,Premium,Afternoon,42.79,36.96
47,Brazil,Tidal,Metal,491,479,The Weeknd,Free,Morning,60.44,21.7
42,South Korea,Spotify,Hip-Hop,314,149,Post Malone,Premium,Night,62.2,19.04
32,Australia,YouTube,Classical,485,254,The Weeknd,Free,Afternoon,48.43,22.05
29,USA,Apple Music,Hip-Hop,358,225,Billie Eilish,Premium,Morning,18.86,55.07
21,France,Deezer,Jazz,297,72,The Weeknd,Premium,Afternoon,21.73,33.96
53,Germany,Spotify,Country,111,214,Taylor Swift,Premium,Morning,82.34,75.01
34,Canada,Apple Music,Pop,527,232,The Weeknd,Premium,Night,87.05,30.23
14,France,Spotify,Reggae,44,318,BTS,Premium,Night,80.92,18.57
30,Canada,Apple Music,EDM,600,66,Bad Bunny,Premium,Night,17.23,39.81
30,India,Amazon Music,EDM,573,102,Drake,Premium,Afternoon,54.2,59.17
49,Canada,YouTube,Rock,406,9,Ed Sheeran,Premium,Morning,66.54,7.81
17,Germany,Tidal,EDM,62,118,Ed Sheeran,Free,Morning,41.38,30.94
21,India,Amazon Music,Reggae,467,435,Billie Eilish,Free,Morning,74.21,55.68
37,Australia,Tidal,Classical,419,435,Post Malone,Free,Afternoon,58.64,58.54
23,Brazil,YouTube,Pop,60,73,Billie Eilish,Premium,Night,62.14,28.91
43,UK,Spotify,Pop,298,51,Dua Lipa,Premium,Morning,33.66,66.59
54,UK,Apple Music,Reggae,352,17,Billie Eilish,Free,Afternoon,29.51,34.17
25,Germany,Tidal,Metal,526,27,BTS,Premium,Morning,85.7,42.38
44,Australia,Amazon Music,Rock,568,309,Taylor Swift,Premium,Morning,54.45,37.37
22,UK,Amazon Music,Rock,47,322,Adele,Free,Afternoon,47.52,25.16
42,France,Tidal,R&B,453,373,BTS,Free,Night,44.99,53.54
23,Japan,Tidal,Country,174,56,The Weeknd,Premium,Night,24.41,25.59
26,Australia,Apple Music,Country,179,341,Drake,Free,Afternoon,31.16,75.71
13,South Korea,Apple Music,Hip-Hop,588,412,BTS,Free,Afternoon,40.17,9.28
22,Canada,Amazon Music,Hip-Hop,146,345,Taylor Swift,Free,Night,28.4,25.12
45,France,Apple Music,Pop,168,167,Billie Eilish,Premium,Night,76.06,16.73
17,Canada,YouTube,Jazz,265,219,The Weeknd,Premium,Afternoon,48.33,63.94
28,Brazil,Tidal,Classical,313,148,Drake,Premium,Night,17.76,30.55
54,USA,Deezer,EDM,54,140,Dua Lipa,Premium,Night,75.04,43.34
24,Australia,Amazon Music,Hip-Hop,443,114,Bad Bunny,Premium,Night,82.95,74.17
42,Japan,Apple Music,Metal,216,454,BTS,Premium,Night,22.66,34.78
21,India,YouTube,Jazz,177,208,Drake,Premium,Night,21.57,62.73
29,Brazil,Deezer,Metal,114,384,Dua Lipa,Premium,Afternoon,66.18,66.23
35,Japan,Spotify,Hip-Hop,30,270,BTS,Free,Night,19.26,37.24
16,USA,Deezer,Country,470,128,The Weeknd,Premium,Night,66.05,23.34
45,South Korea,YouTube,Reggae,328,81,Drake,Premium,Afternoon,72.92,25.33
20,USA,Tidal,EDM,373,5,The Weeknd,Free,Morning,38.63,35.18
34,Germany,YouTube,EDM,462,377,Drake,Premium,Night,61.11,24.76
35,India,Spotify,Country,583,249,Post Malone,Free,Night,31.19,13.63
24,Germany,Apple Music,EDM,435,410,BTS,Premium,Afternoon,28.3,34.37
43,South Korea,Deezer,Metal,220,234,Billie Eilish,Premium,Night,16.23,69.73
56,France,Tidal,Rock,225,214,The Weeknd,Premium,Morning,22.61,39.19
21,UK,Apple Music,Country,80,396,Bad Bunny,Premium,Morning,55.7,46.86
16,South Korea,Amazon Music,Reggae,257,286,Taylor Swift,Free,Morning,52.0,64.87
19,Brazil,Amazon Music,Jazz,573,81,Taylor Swift,Premium,Night,14.92,32.02
46,Japan,Amazon Music,Jazz,315,156,Bad Bunny,Free,Morning,75.03,74.74
35,Brazil,Apple Music,Pop,379,341,BTS,Premium,Night,61.49,43.76
49,Brazil,YouTube,Hip-Hop,456,214,Taylor Swift,Free,Afternoon,35.62,70.93
31,Australia,Spotify,Jazz,34,183,Billie Eilish,Free,Afternoon,54.72,57.15
21,Japan,Amazon Music,Hip-Hop,509,405,Taylor Swift,Free,Morning,33.74,65.72
51,USA,YouTube,Hip-Hop,343,104,Taylor Swift,Free,Morning,37.33,12.97
55,Canada,Amazon Music,Country,279,485,The Weeknd,Premium,Night,22.11,64.22
24,Japan,Deezer,Country,121,97,The Weeknd,Premium,Afternoon,65.12,57.31
58,South Korea,Spotify,Rock,486,474,The Weeknd,Premium,Afternoon,74.06,56.87
43,Canada,Apple Music,Reggae,519,407,BTS,Premium,Night,73.04,13.44
20,France,Tidal,Country,459,451,Bad Bunny,Premium,Morning,16.37,25.71
18,South Korea,Tidal,EDM,263,311,Bad Bunny,Free,Afternoon,42.12,47.57
20,Canada,Spotify,Jazz,313,402,Bad Bunny,Premium,Night,52.42,71.88
25,UK,Amazon Music,Classical,110,431,Ed Sheeran,Premium,Night,24.47,61.38
48,South Korea,Tidal,Jazz,23,259,Post Malone,Free,Night,67.97,46.68
54,Japan,Tidal,Metal,414,393,Taylor Swift,Free,Night,30.62,6.12
51,France,Deezer,EDM,370,153,Billie Eilish,Premium,Night,58.89,76.81
50,France,Spotify,Hip-Hop,205,193,BTS,Free,Morning,88.86,63.99
28,India,Tidal,EDM,118,37,Bad Bunny,Free,Night,77.47,66.55
59,USA,Amazon Music,Classical,112,294,BTS,Free,Morning,72.27,68.39
24,Australia,Spotify,R&B,485,493,BTS,Premium,Night,42.2,12.66
51,USA,Tidal,Classical,514,46,Ed Sheeran,Free,Afternoon,43.44,48.22
36,Brazil,Deezer,Rock,119,21,Dua Lipa,Premium,Night,63.7,16.59
34,Canada,Apple Music,R&B,278,52,Drake,Free,Night,18.74,75.18
